name,rot_config,dir_J_tot_init,dir_gamma,dir_v_inf,dir_b_inf,dir_omega,N_tot,M_tot,gamma,R_crit,R_grav,v_esc,tau,v_inf,b_inf,v_imp,b_imp,theta_imp,J_tot_init,M_targ,M_proj,Fe_targ,Fe_proj,R_NR_targ,R_NR_proj,omega_targ,omega_proj,P_rot_targ,P_rot_proj,J_rot_targ,J_rot_proj,theta_targ,theta_proj,J_tot_init_sign,M_LR,M_SLR,N_bound,M_bound,J_bound,Fe_bound,N_p,M_p,R_p,J_p,omega_sb,P_rot_sb,omega,P_rot,Fe_p,F_proj_p,N_disk,M_disk,J_disk,HSSL,Fe_disk,F_proj_disk,canup_M_p,canup_M_disk,canup_M_ej,N_ej,M_ej,J_ej,Fe_ej,F_proj_ej,N_groups,N_frag,planet_disk_mixing_delta,accretion_efficiency,fate_LR,fate_SLR,graze_and_merge_threshold,hit_and_run_threshold,E_pot,E_kin,E_tot,SLR_a,SLR_e,SLR_peri,bound,bound_flag,bound_epsilon,bound_trajectory_angle,collision_type,time,pmassmean,pmassmin,pmassmax,incomplete_merger_flag
UD_J2250_G0100_V09000_B08890_OMEGA0500,UD,2.25,0.1,0.9,0.889,0.5,100730,1.047200083786813,0.1003289266586396,1.4462469094776986,2.105353566969103,9.51861098094901,0.4099497871965302,0.9011379439178452,0.8906380824529196,1.311818868635511,0.6118129488649362,62.953537852551655,8.135050203222283e+34,0.9517154901733225,0.0954845936134905,0.3300074595826021,0.33006873510280804,0.968906278822263,0.4773406306554357,0.00032563638444453146,0.00029912672020802775,5.359748895908857,5.834748733849453,2.8944062301507946e+34,7.011770487141555e+32,0.001745764401924145,179.99793688022976,1.0,5.71989201855749e+24,5.156484591545294e+23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,2,nan,0.06294390229959139,partial accretion,disruption,0.005,0.1,-4.10311959901954e+28,1.4420280066509018e+31,1.4379248870518822e+31,nan,nan,nan,False,False,0.1,179.84363586488428,accretionary hit-and-run,101.35000000000323,6.208941094416606e+19,5.851043640009428e+19,6.328266334201851e+19,False
UD_J2250_G0100_V10000_B02700_OMEGA0900,UD,2.25,0.1,1.0,0.27,0.9,100730,1.047200083786813,0.1003289266586396,1.4462469094776986,1.9969368165901542,9.51861098094901,0.38898704426535635,1.0012615105297935,0.2705083386370966,1.3825135668802944,0.19591098000279944,15.694518192516382,8.126568900386003e+34,0.9517154901733225,0.0954845936134905,0.3300074595826021,0.33006873510280804,0.968906278822263,0.4773406306554357,0.0006165033002078781,0.0005691312903245858,2.8310136400013164,3.0666548855518676,6.587417976694421e+34,1.6078181261665695e+33,0.00122232241763593,179.99833726952198,1.0,6.244917275330471e+24,0,100580,1.0456748364642945,8.09957778789375e+34,0.3305038195709131,100532,1.0451885040512967,1.6431152253529673,8.074306961080887e+34,nan,nan,0.000559503543360479,3.1194248413719916,0.33064823140352506,0.09106409692198139,48,0.039539220568928356,2.5271796491773973e+32,0.9958274093048286,0.02014493075120031,0.5518490309532696,1.0434062007105875,0.0022582571659849737,0.0015654346933085123,150,0.001555056105586426,1.8420362319655365e+32,0.0,0.025582548448861413,1,1,0.4607849340312883,0.9836058355082178,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.19000000000317,6.208941094416606e+19,5.851043640009428e+19,6.328266334201851e+19,False
UD_J2250_G0100_V10000_B08436_OMEGA0500,UD,2.25,0.1,1.0,0.8436,0.5,100730,1.047200083786813,0.1003289266586396,1.4462469094776986,1.9969357713926172,9.51861098094901,0.3889868196770031,1.0012626126869193,0.8450945724673231,1.382514365098716,0.6120454303820188,57.682069950477874,8.135048134468495e+34,0.9517154901733225,0.0954845936134905,0.3300074595826021,0.33006873510280804,0.968906278822263,0.4773406306554357,0.00032563638444453146,0.00029912665854331383,5.359748895908857,5.834749936678092,2.8944062301507946e+34,7.011770368219846e+32,0.001745764401924145,179.99793682564345,1.0,5.721032977849041e+24,4.939536052588194e+23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,2,nan,0.0649446399279645,partial accretion,disruption,0.005,0.1,-3.669906931648301e+28,1.5881030245524329e+31,1.5844331176207845e+31,nan,nan,nan,False,False,0.1,179.8680500620305,accretionary hit-and-run,101.23000000000317,6.208941094416606e+19,5.851043640009428e+19,6.328266334201851e+19,False
UD_J2250_G0300_V01000_B04194_OMEGA0900,UD,2.25,0.3,0.1,0.4194,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,13.787497936764439,9.14982347728879,0.686753237570355,0.10018170788803786,0.4204631801430069,0.8820598753966666,0.04775494347457917,24.86383343843748,8.1312892275255505e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.0005757294258571499,2.8487446248257218,3.0315095487708854,5.083369511944331e+34,7.266618128196016e+33,0.0009479421534852715,179.99606508452598,1.0,6.253312389238646e+24,0,99262,1.047070156598682,8.1277687760973635e+34,0.3302247731276222,97540,1.0298616098763966,1.77,7.192047894038025e+34,nan,nan,0.0004923701359920043,3.544750431457265,0.3356293087084383,0.22678903223522184,1722,1.3990688392101673,9.357235445521697e+33,1.0,0.006785275085314849,0.5425502833751155,1.0212989423640002,0.02577121423468138,0.0006702352637064301,64,0.0006702352637064301,5.779554489628196e+31,0.0,0.27605868907881986,1,1,0.3157612511398936,0.9972427701903875,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,103.77000000000417,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V01000_B06932_OMEGA0500,UD,2.25,0.3,0.1,0.6932,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,13.788057111407433,9.14982347728879,0.6867536015320254,0.10017759192740577,0.6948534166073932,0.8820594079277159,0.0789161607400071,44.0155375591848,8.137257169593577e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.00030334875136265135,5.398487063706676,5.753540254094537,2.2191671961984503e+34,3.197439304683907e+33,0.0017823074442579415,179.99822144133046,1.0,6.239586883658832e+24,1.7728284621720055e+22,99018,1.0445819403284717,7.911841838788223e+34,0.3310113755200245,98286,1.0372807679646845,1.5318597716215367,7.483686178108024e+34,nan,nan,0.0005471407478144857,3.189909102851362,0.3332898963175467,0.22923793445592963,732,0.5935912490883963,4.281580691954947e+33,0.9228070913382751,0.007300923976690712,0.5559491695629342,1.0372476853968142,0.007334254931657723,0.00315845153391638,308,0.00315845153391638,2.3656371581255994e+33,0.0,0.3924906189373306,1,2,0.3267112351070045,0.9877882455362869,partial accretion,super-catastrophic disruption,0.005,0.1,-5.751045495736283e+27,3.6020530908244294e+28,3.026948541250801e+28,nan,nan,nan,False,False,0.1,177.85928228648493,partial accretion,103.89000000000422,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V02000_B04116_OMEGA0900,UD,2.25,0.3,0.2,0.4116,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,7.028673341566893,9.14982347728879,0.6738525191699533,0.20027945041548684,0.4125647910537086,0.8989466655192334,0.09191674298640475,24.366053117254644,8.1312896660546035e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.0005757293934942587,2.8487446248257218,3.03150971917805,5.083369511944331e+34,7.266618113223981e+33,0.0009479421534852715,179.99606508248826,1.0,6.252522086391302e+24,0,99254,1.0469801601084843,8.12744149202705e+34,0.33025315864216215,98108,1.035411307904303,1.73,7.516857234000744e+34,nan,nan,0.0005142532074178595,3.393910289364811,0.33387139276010863,0.22918721844160792,1146,0.9405570897708279,6.105844497245342e+33,1.0,0.006421506698941749,0.4844070313681731,1.0298804845456975,0.01709967556278658,0.0007602317539041142,72,0.0007602317539041142,4.14731945687473e+31,0.0,0.2312098303666809,1,1,0.25521981292656515,0.9966983867641475,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,103.40000000000404,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V02000_B06802_OMEGA0500,UD,2.25,0.3,0.2,0.6802,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,7.028752629409574,9.14982347728879,0.673852916184117,0.20027707316580065,0.6818009642457621,0.8989461358865047,0.15189909178051325,42.984537544062086,8.137260722127303e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.00030334908587954394,5.398487063706676,5.753533909402903,2.2191671961984503e+34,3.197439299305596e+33,0.0017823074442579415,179.99822142944504,1.0,6.236480492202898e+24,0,98985,1.0442517819568835,7.885003739160988e+34,0.3311160305262282,98396,1.0383991981272345,1.5590657998639277,7.515115726130669e+34,nan,nan,0.000546061587140688,3.1962131984659465,0.33281879788744567,0.22942833807525334,589,0.47581982354868835,3.699528981227326e+33,0.9335723352478608,0.0290012186839717,0.5859302782352652,1.0381024919908812,0.006149289966002164,0.003488609905504671,341,0.003488609905504671,2.718562190210815e+33,0.0,0.4057305604895871,1,1,0.3565019401600119,0.9856484733847524,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,103.50000000000408,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V03000_B03994_OMEGA0900,UD,2.25,0.3,0.3,0.3994,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,4.829307539877724,9.14982347728879,0.6538781257073156,0.30039516283559586,0.40033464024620796,0.9264073094726979,0.12981178820138992,23.599100120722838,8.1312814552777245e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.0005757294696491052,2.8487446248257218,3.0315093181838866,5.083369511944331e+34,7.266618162382343e+33,0.0009479421534852715,179.99606508647105,1.0,6.252279869056579e+24,0,99246,1.0468972688551257,8.127614345871766e+34,0.33027930743350964,97546,1.029825281559272,1.8,7.223597548791298e+34,nan,nan,0.0004822205204632799,3.6193591477972635,0.3352896624774459,0.22706002465857994,1700,1.387966446817358,9.040180163314738e+33,1.0,0.02804206906074789,0.5299420232826659,1.02050508382066,0.026392185034465727,0.0008431230072625064,80,0.0008431230072625064,2.37583034692589e+31,0.0,0.2413962059478536,1,1,0.302881998624086,0.9965315404684336,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.99000000000387,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V03000_B06601_OMEGA0500,UD,2.25,0.3,0.3,0.6601,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,4.8293346596339894,9.14982347728879,0.6538785571492896,0.3003932777219855,0.661589796387758,0.9264066982108757,0.21452470910254748,41.42123269435455,8.137249288810285e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.00030334909965562236,5.398487063706676,5.753533648116041,2.2191671961984503e+34,3.1974392969277675e+33,0.0017823074442579415,179.99822143948614,1.0,6.23468640739645e+24,0,98943,1.0439346498236524,7.86678909640403e+34,0.3312064063675225,98046,1.0351436193647867,1.71,7.382219578488098e+34,nan,nan,0.0005234167330664233,3.3344926551533107,0.3335473999708749,0.22692665864224276,897,0.7147179234850277,4.845743111454094e+33,1.0,0.05555446740282222,0.6821117349876324,1.0293485146254233,0.014586135198229207,0.0038057420387357242,383,0.0038057420387357242,2.693323690977319e+33,0.0028013093807290335,0.5740526264910846,1,1,0.4551850763453897,0.9844126559545325,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,103.05000000000389,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V04000_B03840_OMEGA0900,UD,2.25,0.3,0.4,0.384,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,3.7672529317088372,9.14982347728879,0.6286800708878162,0.40051624349369264,0.3849074995820328,0.9635385360698958,0.15999537128420863,22.637997844849064,8.131284224652029e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.0005757297303143468,2.8487446248257218,3.031507945649054,5.083369511944331e+34,7.266618121756652e+33,0.0009479421534852715,179.99606509943834,1.0,6.249515586655002e+24,0,99200,1.0464344105446912,8.126094325721388e+34,0.3304253964006438,97437,1.0288334225195,1.86,7.148444204958244e+34,nan,nan,0.0004558653616920662,3.828606862157882,0.33563313426831226,0.22619852084302522,1763,1.4309746361943927,9.776530030225139e+33,1.0,0.026016645806113736,0.5640273487243955,1.0191969481705558,0.027237462374135275,0.0013059813176971337,126,0.0013059813176971337,3.3112069933817697e+31,0.0,0.3329351075317915,1,1,0.3378288278813703,0.9946274229141014,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.60000000000372,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V04000_B06347_OMEGA0500,UD,2.25,0.3,0.4,0.6347,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,3.7672659855812576,9.14982347728879,0.6286805259017848,0.40051456579673494,0.6360951527677995,0.9635378386990134,0.2644061952566304,39.501257307000735,8.137254680656086e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.0003033488183469968,5.398487063706676,5.753538983619411,2.2191671961984503e+34,3.1974393055282143e+33,0.0017823074442579415,179.99822142801062,1.0,6.227465035196443e+24,1.1259550936325486e+22,99092,1.0454779109170516,8.013437384026344e+34,0.33072770003166235,96712,1.022240223118342,1.85,6.671625158684099e+34,nan,nan,0.0004570347292994571,3.8188110007954332,0.3372688112188856,0.22027105212977888,2380,1.8892429104641808,1.3418164573493023e+34,1.0,0.04298018326537287,0.6995940161137315,1.0113652859482807,0.03386180523212122,0.002513300681986178,234,0.0022624809453366326,1.424531959474367e+33,0.0,0.7319253691211521,2,2,0.47932296398395263,0.9794383662204031,partial accretion,super-catastrophic disruption,0.005,0.1,-1.340318806788185e+28,8.294878474425557e+27,-5.108309593456294e+27,71.6865212468648,0.9171474862740165,5.939408485573869,True,False,0.1,155.78994211695192,partial accretion,102.65000000000374,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V05000_B03667_OMEGA0900,UD,2.25,0.3,0.5,0.3667,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,3.1568926504930976,9.14982347728879,0.6001916397654148,0.5006391995328849,0.36746571970763925,1.0092734303935413,0.18227740692477581,21.559406309989182,8.131286050621349e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.0005757294540061886,2.8487446248257218,3.031509400551824,5.083369511944331e+34,7.266618060342717e+33,0.0009479421534852715,179.99606509239894,1.0,6.24851709962196e+24,0,99185,1.0462672213961288,8.115220000101241e+34,0.3304781970041205,96784,1.0224810426462323,2.03,6.624589683642718e+34,nan,nan,0.0003971820912666258,4.394279828751647,0.3373020861327219,0.22299547144276907,2401,1.9338356707233073,1.4906316271427553e+34,1.0,0.037144099733661125,0.6158469672579547,1.0104006179242353,0.03586660347189371,0.0014731704662591973,141,0.0014731704662591973,1.751920409281325e+32,0.0,0.28887072255049684,1,1,0.39285149581518564,0.993939636208118,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.2800000000036,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V05000_B06060_OMEGA0500,UD,2.25,0.3,0.5,0.606,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,3.15690011706611,9.14982347728879,0.6001921030437974,0.5006376290069886,0.607271015392132,1.009272651352031,0.3012295249487954,37.392440107845516,8.13725752061371e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.0003033490090728141,5.398487063706676,5.753535366174184,2.2191671961984503e+34,3.1974393103932606e+33,0.0017823074442579415,179.998221424527,1.0,6.24485470898117e+24,0,99124,1.0458183574765343,8.065924019827387e+34,0.3306200378293339,96067,1.016222971389705,2.01,6.139421854420268e+34,nan,nan,0.00039777042095786056,4.387780387972157,0.33900457074971996,0.21581373782900468,3057,2.4061289501487124,1.9265034870269728e+34,1.0,0.042718574639386775,0.7493315786952469,1.0039924423266202,0.04182591514991398,0.001922034385853949,202,0.001922034385853949,7.16524025088757e+32,0.0,0.8278773360459445,1,1,0.5335178408662422,0.9914168757600642,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.3100000000036,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V06000_B03483_OMEGA0900,UD,2.25,0.3,0.6,0.3483,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,2.769504993755502,9.14982347728879,0.5701238509075971,0.6007630931650833,0.34905692546106676,1.062501549786492,0.19736490574797128,20.429643314898193,8.131287441899479e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.0005757294970484062,2.8487446248257218,3.0315091739125983,5.083369511944331e+34,7.266618068481207e+33,0.0009479421534852715,179.99606509480716,1.0,6.246173601046649e+24,0,99146,1.0458637926519607,8.099957235461115e+34,0.33060567479322556,96812,1.0229245887693736,2.1199999999999997,6.548254458971295e+34,nan,nan,0.00037012268203228754,4.715542539600629,0.33749016434289536,0.2225427997311768,2334,1.8649759254135616,1.5517079712674147e+34,1.0,0.02360663169091376,0.6484103880979498,1.0114110689608533,0.03444169616848364,0.0018876267330511585,180,0.0018765992104276758,2.7979172996440903e+32,0.0,0.3007163250935362,1,1,0.425867588366773,0.9923253667061107,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.01000000000349,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V06000_B05757_OMEGA0500,UD,2.25,0.3,0.6,0.5757,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,2.7695097256102117,9.14982347728879,0.5701243086764696,0.6007615843605851,0.5768487023213177,1.0625006966740582,0.3261631182244886,35.22920101387434,8.137258743190667e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.0003033486073701025,5.398487063706676,5.753542985166663,2.2191671961984503e+34,3.1974393280055483e+33,0.0017823074442579415,179.99822142801062,1.0,6.238218915371026e+24,0,98992,1.0445336166361272,8.028411308403279e+34,0.33101648270940975,96036,1.0159180542079265,2.1399999999999997,6.09222435301222e+34,nan,nan,0.00036250798629030597,4.814595313761236,0.33924357331409616,0.21585796039573146,2956,2.326468490097627,1.9362009671349333e+34,1.0,0.03893590942427966,0.7443103275073345,1.0032429711510729,0.04127961796243107,0.0032178027488844016,334,0.003206775226260919,1.1376412954703574e+33,0.003324542607925768,0.776476703244916,1,1,0.528452367111603,0.9868459494709154,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.0400000000035,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V07000_B03298_OMEGA0900,UD,2.25,0.3,0.7,0.3298,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,2.5071563725327275,9.14982347728879,0.5398154198470856,0.7008868295693919,0.3305004359099432,1.1221566722402236,0.20642697087366552,19.299152719806504,8.131284844786269e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.000575729469225134,2.8487446248257218,3.0315093204163115,5.083369511944331e+34,7.266618093436759e+33,0.0009479421534852715,179.99606506572349,1.0,6.240154408555056e+24,0,99049,1.0448669516350855,8.089279459701362e+34,0.33092108461313596,96995,1.024881640448539,2.1399999999999997,6.71355061069111e+34,nan,nan,0.0003656415134025309,4.773334503932312,0.33693850936819225,0.22244830619812297,2054,1.6248220476866977,1.3757407421459962e+34,1.0,0.022337040228115786,0.7083219839480639,1.0139189641678852,0.030938736253786566,0.0028826914407164114,277,0.002873440227302752,4.390384970593245e+32,0.0,0.32839512693780787,1,1,0.48587367774994095,0.9881791730756738,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.79000000000339,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V07000_B05451_OMEGA0500,UD,2.25,0.3,0.7,0.5451,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,2.507159583109699,9.14982347728879,0.5398158620120567,0.7008853579413205,0.5461822545261455,1.1221557530779547,0.3411390476898989,33.105491847075754,8.137252754875346e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.00030334886015732,5.398487063706676,5.753538190613878,2.2191671961984503e+34,3.197439270937691e+33,0.0017823074442579415,179.9982214173548,1.0,6.224223893068869e+24,0,98744,1.0421069944243964,7.933176331138589e+34,0.3317669803204254,95972,1.0151350635788845,2.13,6.112361221436303e+34,nan,nan,0.00036610656382756487,4.767271129332646,0.33928502614753353,0.21626235273934846,2772,2.1928399061391763,1.820829273414896e+34,1.0,0.04881237939090604,0.7209806255782093,1.0030190260624179,0.03907871714856487,0.0056426486514054314,582,0.005633397437991771,2.1866513111971512e+33,0.005647426952815342,0.7279989175827458,1,1,0.5047182728388608,0.9772057739144656,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.81000000000341,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V08000_B03118_OMEGA0900,UD,2.25,0.3,0.8,0.3118,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,2.321063075029221,9.14982347728879,0.5102098752840188,0.8010115979153462,0.3123746395332796,1.1872711691876945,0.21074857678214726,18.202395715226164,8.1312862076680995e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.000575729369162432,2.8487446248257218,3.0315098472975683,5.083369511944331e+34,7.266618119216704e+33,0.0009479421534852715,179.99606510147606,1.0,6.231673806598514e+24,0,98910,1.043437687368435,8.069413180650433e+34,0.3313643133829396,97320,1.0278737883873124,2.03,7.036203144648758e+34,nan,nan,0.00039989180454258315,4.3645036786656,0.3357836573180203,0.2248117565922934,1590,1.2653576407416678,1.0332142084680662e+34,1.0,0.03950121415263011,0.6762147424017073,1.0192692443296012,0.024149940612006225,0.004321206920780691,416,0.0043027044939533705,5.9357706922786704e+32,0.002438484630885015,0.3440148279450016,1,1,0.4514029858094139,0.9823374895170254,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.61000000000332,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V08000_B05153_OMEGA0500,UD,2.25,0.3,0.8,0.5153,0.5,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,2.3210653560317143,9.14982347728879,0.5102102941808406,0.801010153077526,0.516227552346062,1.18727019440509,0.3482808822087473,31.079541642837178,8.137253031799324e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.00032329970071206626,0.00030334881932334024,5.398487063706676,5.753538965101357,2.2191671961984503e+34,3.1974392787133815e+33,0.0017823074442579415,179.99822144706826,1.0,6.200667874703857e+24,0,98308,1.037872375973581,7.773166058994831e+34,0.3331308933311961,95849,1.0138991863533997,2.0999999999999996,6.201476435464938e+34,nan,nan,0.000372087055699602,4.6906475924370525,0.3396765627300611,0.21582138455567088,2459,1.949039806518816,1.5717110400070484e+34,1.0,0.056294603175604814,0.7167644345066411,1.0016208206334913,0.03615549058753344,0.009964080641363376,1018,0.009868015888807133,3.271990763339647e+33,0.0021436061607362734,0.7173263793523786,1,1,0.5009430499509702,0.9609797081357296,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.63000000000334,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
UD_J2250_G0300_V09000_B02945_OMEGA0900,UD,2.25,0.3,0.9,0.2945,0.9,99326,1.0477105685482577,0.3020947789000153,1.565942550313495,2.184335265136928,9.14982347728879,0.4819086106539981,0.9011365886206404,0.2950473582185372,1.2569965793669704,0.211518451387101,17.160377198607172,8.131287400787927e+34,0.8046346437494691,0.24307592479878845,0.330008737934505,0.3300293914282288,0.9208442654716047,0.6450982848418901,0.0006126660974748145,0.0005757298028346036,2.8487446248257218,3.0315075637933058,5.083369511944331e+34,7.266618047277412e+33,0.0009479421534852715,179.99606505553498,1.0,6.219964695323814e+24,0,98719,1.0414863359103539,8.036182940437644e+34,0.33197492837929116,97300,1.0276530944756637,2.01,7.129155942760607e+34,nan,nan,0.0004058930060710217,4.2999737021557305,0.33562819434816793,0.22471831217683025,1419,1.1246537751780656,9.070404088329068e+33,1.0,0.06057866195947287,0.7123901066578633,1.019501634359941,0.021975450336999366,0.006263307165447882,607,0.006254055952034222,9.257303093182192e+32,0.0033823073883133456,0.36707550934221833,1,1,0.48767179448103304,0.9742719154964168,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.46000000000326,6.299775656203363e+19,5.525009674905853e+19,6.5858570611963e+19,False
